time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
05:14.2,5.0252,0.0132,0.0664,3.015,0.004,,,5.025,0.0132,0.0665,2.982,0.029,0.0184,27.5
05:14.3,5.0254,0.0132,0.0664,3.143,0.004,,,5.0252,0.0132,0.0664,3.076,0.005,,
05:14.4,5.0254,0.0132,0.0665,3.052,3.217,,,5.0253,0.0132,0.0664,3.046,0.468,,
05:14.5,5.0254,0.0132,0.0665,3.055,2.638,,,5.0254,0.0132,0.0666,0.137,0.016,,
05:14.6,5.0254,0.0132,0.0665,3.032,0.011,,,5.0254,0.0133,0.0666,0.732,0.006,,
05:14.7,5.0253,0.0132,0.0664,2.253,0.005,,,5.0254,0.0133,0.0667,3.031,0.009,,
05:14.8,5.0254,0.0132,0.0665,2.989,0.007,,,5.0254,0.0133,0.0666,3.009,0.005,,
05:14.9,5.0254,0.0132,0.0664,3.021,0.026,,,5.0254,0.0133,0.0666,3.13,0.006,,
05:15.0,5.0254,0.0132,0.0664,3.04,0.255,0.0172,27.4,5.0252,0.0133,0.0667,2.672,0.013,,
05:15.1,5.0253,0.0132,0.0665,3.065,2.282,,,5.0253,0.0132,0.0665,2.962,0.023,,
05:15.2,5.0253,0.0132,0.0664,0.987,0.661,,,5.0254,0.0132,0.0665,2.992,0.01,0.0184,27.5
05:15.3,5.0252,0.0132,0.0665,0.821,3.04,,,5.0253,0.0132,0.0664,3.056,0.025,,
05:15.4,5.0251,0.0132,0.0665,3.021,0.038,,,5.0253,0.0132,0.0665,3.039,0.008,,
05:15.5,5.0254,0.0132,0.0664,2.878,0.005,,,5.0254,0.0132,0.0665,3.093,0.534,,
05:15.6,5.0254,0.0132,0.0664,1.599,0.006,,,5.0254,0.0132,0.0664,3.029,0.007,,
05:15.7,5.0254,0.0132,0.0664,3.045,0.007,,,5.0253,0.0132,0.0664,1.153,0.14,,
05:15.8,5.0254,0.0132,0.0665,3.201,0.006,,,5.0254,0.0133,0.0666,3.05,0.014,,
05:15.9,5.0254,0.0132,0.0664,2.712,0.011,,,5.0254,0.0132,0.0665,3.04,2.207,,
05:16.0,5.0254,0.0132,0.0665,3.047,2.196,0.0172,27.9,5.0253,0.0132,0.0664,3.035,0.034,,
05:16.1,5.0253,0.0132,0.0664,3.035,0.006,,,5.0253,0.0132,0.0664,2.459,0.006,,
05:16.2,5.0254,0.0132,0.0664,3.022,0.03,,,5.0254,0.0132,0.0665,3.057,0.006,0.0184,27.5
05:16.3,5.0253,0.0132,0.0664,1.697,0.005,,,5.0254,0.0132,0.0664,3.055,0.032,,
05:16.4,5.0254,0.0132,0.0665,3.036,0.005,,,5.0254,0.0132,0.0664,0.699,0.03,,
05:16.5,5.0254,0.0132,0.0664,3.027,0.026,,,5.0254,0.0132,0.0664,2.857,0.006,,
05:16.6,5.0253,0.0132,0.0664,3.025,0.003,,,5.0254,0.0132,0.0665,2.479,0.006,,
05:16.7,5.0254,0.0132,0.0664,1.147,0.313,,,5.0254,0.0132,0.0665,3.027,0.283,,
05:16.8,5.0254,0.0132,0.0664,3.037,2.572,,,5.0254,0.0132,0.0664,3.015,0.012,,
05:16.9,5.0254,0.0132,0.0664,3.074,0.011,,,5.0254,0.0132,0.0665,3.036,0.006,,
05:17.0,5.0254,0.0133,0.0668,2.375,0.033,0.0172,27.6,5.0254,0.0132,0.0665,2.668,0.001,,
05:17.1,5.0254,0.0134,0.0674,0.869,0.013,,,5.0254,0.0132,0.0665,3.04,2.649,,
05:17.2,5.0254,0.0134,0.0674,2.686,0.006,,,5.0254,0.0132,0.0665,3.02,0.104,0.0184,29
05:17.3,5.0254,0.0134,0.0673,3.026,0.005,,,5.0254,0.0132,0.0664,3.091,0.009,,
05:17.4,5.0254,0.0134,0.0672,3.035,0.002,,,5.0253,0.0132,0.0664,3.031,0.011,,
05:17.5,5.0254,0.0133,0.067,2.477,0.004,,,5.0254,0.0132,0.0664,3.042,0.121,,
05:17.6,5.0254,0.0133,0.067,3.038,2.643,,,5.0254,0.0132,0.0664,3.044,0.011,,
05:17.7,5.0254,0.0133,0.0668,3.045,0.635,,,5.0254,0.0133,0.0666,3.027,0.006,,
05:17.8,5.0254,0.0133,0.0669,3.021,0.031,,,5.0254,0.0132,0.0665,3.044,0.01,,
05:17.9,5.0254,0.0133,0.0668,2.995,0.153,,,5.0254,0.0132,0.0664,3.057,0.043,,
05:18.0,5.0254,0.0133,0.0668,2.522,0.005,0.0172,27.7,5.0254,0.0132,0.0664,3.068,2.372,,
05:18.1,5.0254,0.0133,0.0666,3.026,0.005,,,5.0254,0.0133,0.0666,3.278,0.016,,
05:18.2,5.0254,0.0133,0.0666,2.932,0.039,,,5.0254,0.0133,0.0666,3.182,0.022,0.0184,27.9
05:18.3,5.0254,0.0132,0.0666,3.037,0.258,,,5.0254,0.0132,0.0665,2.471,0.006,,
05:18.4,5.0254,0.0133,0.0667,3.057,0.002,,,5.0254,0.0132,0.0664,3.041,1.521,,
05:18.5,5.0254,0.0133,0.0667,3.029,0.006,,,5.0254,0.0132,0.0664,3.043,0.02,,
05:18.6,5.0254,0.0133,0.0667,2.979,0.132,,,5.0254,0.0132,0.0664,3.06,0.256,,
05:18.7,5.0253,0.0133,0.0667,0.689,0.01,,,5.0253,0.0132,0.0664,3.058,0.004,,
05:18.8,5.0254,0.0133,0.0666,2.534,0.006,,,5.0252,0.0132,0.0665,3.049,0.936,,
05:18.9,5.0254,0.0133,0.0666,3.072,0.03,,,5.0251,0.0132,0.0665,3.043,0.004,,
05:19.0,5.0251,0.0132,0.0665,2.995,0.007,0.0172,27.7,5.0249,0.0132,0.0665,1.451,0.331,,
05:19.1,5.0248,0.0132,0.0665,3.03,0.032,,,5.025,0.0132,0.0665,2.468,0.009,,
05:19.2,5.0247,0.0132,0.0664,3.033,0.003,,,5.0251,0.0132,0.0665,2.738,0.004,0.0185,27.4
05:19.3,5.0248,0.0132,0.0665,3.048,0.043,,,5.0253,0.0132,0.0664,3.04,0.482,,
05:19.4,5.0251,0.0132,0.0664,2.498,0.025,,,5.0254,0.0132,0.0664,2.958,0.009,,
05:19.5,5.0253,0.0132,0.0665,3.039,0.012,,,5.0253,0.0132,0.0664,1.307,0.009,,
05:19.6,5.0254,0.0132,0.0665,2.985,0.005,,,5.0254,0.0132,0.0664,3.033,0.005,,
05:19.7,5.0254,0.0132,0.0664,3.061,0.013,,,5.0254,0.0132,0.0664,3.046,2.467,,
05:19.8,5.0253,0.0132,0.0664,3.246,0.006,,,5.0254,0.0132,0.0665,2.973,0.413,,
05:19.9,5.0254,0.0132,0.0664,2.73,2.144,,,5.0254,0.0132,0.0665,2.463,0.012,,
05:20.0,5.0253,0.0132,0.0665,3.038,0.019,0.0173,28.1,5.0253,0.0132,0.0664,3.045,0.007,,
05:20.1,5.0254,0.0132,0.0664,3.043,0.011,,,5.0249,0.0132,0.0664,3.039,0.009,,
05:20.2,5.0253,0.0132,0.0664,3.052,0.018,,,5.025,0.0132,0.0664,2.459,0.009,0.0185,27.9
05:20.3,5.0253,0.0132,0.0664,3.047,0.014,,,5.0252,0.0132,0.0665,1.388,0.043,,
05:20.4,5.0253,0.0132,0.0664,2.83,0.007,,,5.0252,0.0132,0.0664,3.059,0.008,,
05:20.5,5.0254,0.0132,0.0664,3.224,0.041,,,5.0253,0.0132,0.0664,3.042,1.402,,
05:20.6,5.0254,0.0132,0.0666,3.021,0.008,,,5.0254,0.0132,0.0664,3.053,0.263,,
05:20.7,5.0253,0.0132,0.0665,3.027,0.028,,,5.0254,0.0132,0.0665,2.69,0.016,,
05:20.8,5.0254,0.0132,0.0665,3.035,0.013,,,5.0254,0.0132,0.0665,2.587,0.01,,
05:20.9,5.0253,0.0132,0.0664,3.037,2.777,,,5.0254,0.0132,0.0665,3.037,0.014,,
05:21.0,5.0254,0.0133,0.0666,3.064,0.02,0.0173,27.8,5.0254,0.0132,0.0665,3.05,0.655,,
05:21.1,5.0254,0.0133,0.0666,3.053,0.008,,,5.0254,0.0132,0.0665,3.111,0.048,,
05:21.2,5.0254,0.0133,0.0666,2.509,0.006,,,5.0253,0.0132,0.0664,3.037,0.01,0.0185,27.4
05:21.3,5.0254,0.0132,0.0665,3.049,0.004,,,5.0254,0.0132,0.0665,3.027,0.31,,
05:21.4,5.0254,0.0132,0.0664,0.85,0.005,,,5.0254,0.0132,0.0666,2.435,0.143,,
05:21.5,5.0254,0.0132,0.0664,3.041,0.018,,,5.0252,0.0132,0.0664,3.054,0.664,,
05:21.6,5.0254,0.0132,0.0664,3.047,0.013,,,5.0254,0.0132,0.0665,3.051,0.008,,
05:21.7,5.0254,0.0132,0.0664,3.043,0.012,,,5.0254,0.0132,0.0664,3.031,0.008,,
05:21.8,5.0254,0.0132,0.0665,3.073,0.032,,,5.0254,0.0132,0.0665,3.043,0.007,,
05:21.9,5.0254,0.0132,0.0665,3.036,0.009,,,5.0254,0.0132,0.0664,2.939,0.025,,
05:22.0,5.0254,0.0132,0.0665,2.517,0.006,0.0173,27.5,5.0254,0.0132,0.0664,3.04,0.068,,
05:22.1,5.0254,0.0132,0.0665,3.039,0.004,,,5.0254,0.0132,0.0664,3.027,0.008,,
05:22.2,5.0254,0.0132,0.0664,3.017,0.007,,,5.0254,0.0132,0.0665,3.04,0.003,0.0185,28.3
05:22.3,5.0254,0.0132,0.0664,3.042,0.017,,,5.0254,0.0132,0.0664,3.042,0.007,,
05:22.4,5.0254,0.0132,0.0664,3.052,0.005,,,5.0254,0.0132,0.0664,2.473,0.01,,
05:22.5,5.0254,0.0132,0.0665,3.021,0.011,,,5.0254,0.0132,0.0664,3.052,0.01,,
05:22.6,5.0254,0.0132,0.0665,3.065,0.017,,,5.0254,0.0132,0.0665,3.04,0.008,,
05:22.7,5.0254,0.0132,0.0665,3.043,3.294,,,5.0254,0.0132,0.0665,3.146,0.584,,
05:22.8,5.0253,0.0132,0.0665,3.057,0.009,,,5.0253,0.0132,0.0664,3.04,0.024,,
05:22.9,5.0254,0.0132,0.0665,3.042,0.014,,,5.0254,0.0132,0.0664,3.088,0.01,,
05:23.0,5.0254,0.0132,0.0665,3.031,0.022,0.0173,27.3,5.0254,0.0132,0.0664,3.017,0.008,,
05:23.1,5.0254,0.0132,0.0664,3.029,0.005,,,5.0254,0.0132,0.0664,3.032,0.007,,
05:23.2,5.0254,0.0132,0.0665,2.486,0.007,,,5.0254,0.0132,0.0664,3.061,3.066,0.0185,28
05:23.3,5.0253,0.0132,0.0665,3.103,0.004,,,5.0254,0.0132,0.0665,3.039,0.058,,
05:23.4,5.0254,0.0132,0.0665,3.036,0.032,,,5.0254,0.0132,0.0664,3.046,0.008,,
05:23.5,5.0254,0.0132,0.0665,0.617,0.021,,,5.0254,0.0132,0.0664,3.038,0.006,,
05:23.6,5.0254,0.0132,0.0665,3.052,0.01,,,5.0254,0.0132,0.0665,3.04,2.567,,
05:23.7,5.0254,0.0132,0.0665,3.063,0.005,,,5.0253,0.0132,0.0664,3.018,0.003,,
05:23.8,5.0253,0.0132,0.0664,3.052,0.031,,,5.0252,0.0132,0.0665,3.019,0.008,,
05:23.9,5.0254,0.0132,0.0664,2.309,0.006,,,5.0252,0.0132,0.0665,3.046,0.007,,
05:24.0,5.0254,0.0132,0.0664,2.486,0.007,0.0173,27.5,5.0253,0.0132,0.0665,3.033,0.004,,
05:24.1,5.0252,0.0132,0.0664,3.051,2.646,,,5.0253,0.0132,0.0664,3.033,0.004,,
05:24.2,5.0252,0.0132,0.0665,0.66,0.093,,,5.0253,0.0132,0.0664,3.048,0.034,0.0185,27.3
05:24.3,5.0252,0.0132,0.0664,3.066,0.019,,,5.0254,0.0132,0.0664,2.55,0.008,,
05:24.4,5.0252,0.0132,0.0665,3.041,0.053,,,5.0254,0.0132,0.0665,3.039,0.004,,
05:24.5,5.0254,0.0133,0.0666,2.52,0.005,,,5.0254,0.0132,0.0664,3.051,0.011,,
05:24.6,5.0254,0.0132,0.0666,3.035,0.015,,,5.0254,0.0132,0.0664,2.988,0.014,,
05:24.7,5.0254,0.0132,0.0664,2.985,0.072,,,5.0254,0.0132,0.0665,3.059,0.014,,
05:24.8,5.0254,0.0132,0.0665,2.675,1.472,,,5.0254,0.0132,0.0665,3.046,0.01,,
05:24.9,5.0254,0.0132,0.0666,2.532,0.004,,,5.0254,0.0132,0.0664,3.045,0.021,,
05:25.0,5.0254,0.0133,0.0666,3.036,0.006,0.0173,27.2,5.025,0.0132,0.0665,3.051,0.322,,
05:25.1,5.0254,0.0133,0.0666,3.066,0.02,,,5.0251,0.0132,0.0665,3.049,0.032,,
05:25.2,5.0254,0.0133,0.0666,3.052,0.141,,,5.0251,0.0132,0.0665,3.035,0.773,0.0186,28.1
05:25.3,5.0254,0.0132,0.0665,0.088,0.006,,,5.0252,0.0132,0.0665,3.049,0.006,,
05:25.4,5.0252,0.0132,0.0665,1.042,0.007,,,5.0254,0.0133,0.0667,0.918,0.243,,
05:25.5,5.0254,0.0132,0.0666,1.596,0.008,,,5.0255,0.0133,0.0666,3.037,0.01,,
05:25.6,5.0254,0.0132,0.0665,3.025,2.49,,,5.0254,0.0132,0.0665,2.68,0.018,,
05:25.7,5.0254,0.0132,0.0664,3.05,2.665,,,5.0251,0.0133,0.0666,3.032,0.026,,
05:25.8,5.0254,0.0132,0.0664,3.049,0.014,,,5.0251,0.0134,0.0673,3.18,0.008,,
05:25.9,5.0251,0.0132,0.0665,3.021,0.038,,,5.0252,0.0134,0.0672,3.056,0.021,,
05:26.0,5.0254,0.0132,0.0664,2.878,0.005,0.0174,27.4,5.0254,0.0134,0.0671,3.046,0.393,,
05:26.1,5.0254,0.0132,0.0664,1.599,0.006,,,5.0254,0.0134,0.0672,1.333,1.315,,
05:26.2,5.0254,0.0132,0.0664,3.045,0.007,,,5.0254,0.0134,0.0671,3.015,0.008,0.0186,28.3
05:26.3,5.0254,0.0132,0.0665,3.201,0.006,,,5.0254,0.0133,0.0669,3.015,0.011,,
05:26.4,5.0254,0.0132,0.0664,2.712,0.011,,,5.0254,0.0133,0.0667,2.562,0.012,,
05:26.5,5.0254,0.0132,0.0665,3.047,2.196,,,5.0254,0.0133,0.0667,2.536,1.038,,
05:26.6,5.0253,0.0132,0.0664,3.035,0.006,,,5.0254,0.0133,0.0667,3.051,2.944,,
05:26.7,5.0254,0.0132,0.0664,3.022,0.03,,,5.0254,0.0133,0.0667,2.528,0.007,,
05:26.8,5.0253,0.0132,0.0664,1.697,0.005,,,5.0254,0.0133,0.0666,3.042,0.163,,
05:26.9,5.0254,0.0132,0.0665,3.036,0.005,,,5.0254,0.0133,0.0667,3.012,0.005,,
05:27.0,5.0254,0.0132,0.0664,3.027,0.026,0.0174,27.7,5.0254,0.0133,0.0668,3.058,0.008,,
05:27.1,5.0253,0.0132,0.0664,3.025,0.003,,,5.0254,0.0133,0.0668,3.072,0.095,,
05:27.2,5.0254,0.0132,0.0664,1.147,0.313,,,5.0254,0.0133,0.0668,2.498,0.013,0.0186,27.7
05:27.3,5.0254,0.0132,0.0664,3.037,2.572,,,5.0254,0.0133,0.0666,3.036,0.004,,
05:27.4,5.0254,0.0132,0.0664,3.074,0.011,,,5.0254,0.0133,0.0666,3.046,2.665,,
05:27.5,5.0254,0.0133,0.0668,2.375,0.033,,,5.0254,0.0133,0.0667,3.033,0.009,,
05:27.6,5.0254,0.0134,0.0674,0.869,0.013,,,5.0254,0.0132,0.0665,3.057,0.025,,
05:27.7,5.0254,0.0134,0.0674,2.686,0.006,,,5.0254,0.0132,0.0665,0.651,0.009,,
05:27.8,5.0254,0.0134,0.0673,3.026,0.005,,,5.0254,0.0132,0.0664,3.068,0.004,,
05:27.9,5.0254,0.0134,0.0672,3.035,0.002,,,5.0254,0.0132,0.0664,3.042,0.006,,
05:28.0,5.0254,0.0133,0.067,2.477,0.004,0.0174,28,5.0254,0.0132,0.0664,3.028,0.005,,
05:28.1,5.0254,0.0133,0.067,3.038,2.643,,,5.0254,0.0132,0.0664,2.471,0.005,,
05:28.2,5.0254,0.0133,0.0668,3.045,0.635,,,5.0254,0.0132,0.0664,2.477,0.007,0.0186,27.5
05:28.3,5.0254,0.0133,0.0669,3.021,0.031,,,5.0254,0.0132,0.0665,3.044,0.012,,
05:28.4,5.0254,0.0133,0.0668,2.995,0.153,,,5.0254,0.0132,0.0665,2.447,0.231,,
05:28.5,5.0254,0.0133,0.0668,2.522,0.005,,,5.0254,0.0132,0.0665,3.026,2.548,,
05:28.6,5.0254,0.0133,0.0666,3.026,0.005,,,5.0253,0.0132,0.0664,3.049,2.472,,
05:28.7,5.0254,0.0133,0.0666,2.932,0.039,,,5.0253,0.0132,0.0665,3.023,0.588,,
05:28.8,5.0254,0.0132,0.0666,3.037,0.258,,,5.0252,0.0132,0.0666,3.041,0.534,,
05:28.9,5.0254,0.0133,0.0667,3.057,0.002,,,5.0251,0.0132,0.0666,3.036,0.014,,
05:29.0,5.0254,0.0133,0.0667,3.029,0.006,0.0174,28.5,5.0251,0.0132,0.0665,3.055,0.007,,
05:29.1,5.0254,0.0133,0.0667,2.979,0.132,,,5.0253,0.0132,0.0664,3.061,0.023,,
05:29.2,5.0253,0.0133,0.0667,0.689,0.01,,,5.0254,0.0132,0.0665,3.018,0.111,0.0186,27.4
05:29.3,5.0254,0.0133,0.0666,2.534,0.006,,,5.0254,0.0132,0.0665,3.025,0.006,,
05:29.4,5.0254,0.0133,0.0666,3.072,0.03,,,5.0254,0.0132,0.0664,3.044,0.017,,
05:29.5,5.0251,0.0132,0.0665,2.995,0.007,,,5.0254,0.0132,0.0664,3.003,0.008,,
05:29.6,5.0248,0.0132,0.0665,3.03,0.032,,,5.0254,0.0132,0.0664,3.068,0.005,,
05:29.7,5.0247,0.0132,0.0664,3.033,0.003,,,5.0254,0.0132,0.0665,2.934,0.014,,
05:29.8,5.0248,0.0132,0.0665,3.048,0.043,,,5.0254,0.0132,0.0665,3.031,0.01,,
05:29.9,5.0251,0.0132,0.0664,2.498,0.025,,,5.0254,0.0132,0.0664,3.043,0.032,,
05:30.0,5.0253,0.0132,0.0665,3.039,0.012,0.0174,27.9,5.0253,0.0132,0.0664,2.514,0.012,,
05:30.1,5.0254,0.0132,0.0665,2.985,0.005,,,5.025,0.0132,0.0664,3.082,0.275,,
05:30.2,5.0254,0.0132,0.0664,3.061,0.013,,,5.0248,0.0132,0.0665,0.608,0.005,0.0187,28.3
05:30.3,5.0253,0.0132,0.0664,3.246,0.006,,,5.0248,0.0132,0.0664,3.01,0.005,,
05:30.4,5.0254,0.0132,0.0664,2.73,2.144,,,5.0252,0.0132,0.0664,1.389,0.057,,
05:30.5,5.0253,0.0132,0.0665,3.038,0.019,,,5.0254,0.0132,0.0665,3.037,0.009,,
05:30.6,5.0254,0.0132,0.0664,3.043,0.011,,,5.0254,0.0132,0.0665,3.061,0.056,,
05:30.7,5.0253,0.0132,0.0664,3.052,0.018,,,5.0254,0.0132,0.0665,3.041,0.032,,
05:30.8,5.0253,0.0132,0.0664,3.047,0.014,,,5.0254,0.0132,0.0664,0.635,0.005,,
05:30.9,5.0253,0.0132,0.0664,2.83,0.007,,,5.0254,0.0132,0.0666,3.076,0.047,,
05:31.0,5.0254,0.0132,0.0664,3.224,0.041,0.0175,27.2,5.0254,0.0132,0.0664,2.486,0.006,,
05:31.1,5.0254,0.0132,0.0666,3.021,0.008,,,5.0254,0.0132,0.0665,3.022,0.006,,
05:31.2,5.0253,0.0132,0.0665,3.027,0.028,,,5.0254,0.0132,0.0664,3.038,0.029,0.0187,27.1
05:31.3,5.0254,0.0132,0.0665,3.035,0.013,,,5.0254,0.0132,0.0665,3.061,0.004,,
05:31.4,5.0253,0.0132,0.0664,3.037,2.777,,,5.0254,0.0132,0.0664,3.077,0.635,,
05:31.5,5.0254,0.0133,0.0666,3.064,0.02,,,5.0254,0.0132,0.0665,3.039,0.032,,
05:31.6,5.0254,0.0133,0.0666,3.053,0.008,,,5.0254,0.0132,0.0664,1.754,0.47,,
05:31.7,5.0254,0.0133,0.0666,2.509,0.006,,,5.0253,0.0132,0.0665,3.051,0.005,,
05:31.8,5.0254,0.0132,0.0665,3.049,0.004,,,5.0254,0.0133,0.0666,3.059,0.024,,
05:31.9,5.0254,0.0132,0.0664,0.85,0.005,,,5.0254,0.0132,0.0665,3.031,0.007,,
05:32.0,5.0254,0.0132,0.0664,3.041,0.018,0.0175,27.4,5.0254,0.0133,0.0666,3.029,0.072,,
05:32.1,5.0254,0.0132,0.0664,3.047,0.013,,,5.0254,0.0132,0.0666,3.037,0.004,,
05:32.2,5.0254,0.0132,0.0664,3.043,0.012,,,5.0254,0.0132,0.0665,3.059,0.008,0.0187,27.6
05:32.3,5.0254,0.0132,0.0665,3.073,0.032,,,5.0254,0.0132,0.0665,3.044,0.021,,
05:32.4,5.0254,0.0132,0.0665,3.036,0.009,,,5.0254,0.0132,0.0665,3.048,0.013,,
05:32.5,5.0254,0.0132,0.0665,2.517,0.006,,,5.0254,0.0132,0.0665,3.074,0.126,,
05:32.6,5.0254,0.0132,0.0665,3.039,0.004,,,5.0253,0.0132,0.0664,3.089,0.002,,
05:32.7,5.0254,0.0132,0.0664,3.017,0.007,,,5.0254,0.0132,0.0664,3.014,0.007,,
05:32.8,5.0254,0.0132,0.0664,3.042,0.017,,,5.0254,0.0132,0.0665,3.005,0.056,,
05:32.9,5.0254,0.0132,0.0664,3.052,0.005,,,5.0254,0.0132,0.0665,2.886,0.009,,
05:33.0,5.0254,0.0132,0.0665,3.021,0.011,0.0175,27.2,5.0253,0.0132,0.0665,3.045,0.017,,
05:33.1,5.0254,0.0132,0.0665,3.065,0.017,,,5.0254,0.0132,0.0665,3.141,2.229,,
05:33.2,5.0254,0.0132,0.0665,3.043,3.294,,,5.0254,0.0132,0.0666,2.969,0.012,0.0187,28.2
05:33.3,5.0253,0.0132,0.0665,3.057,0.009,,,5.0254,0.0132,0.0665,3.098,0.855,,
05:33.4,5.0254,0.0132,0.0665,3.042,0.014,,,5.0254,0.0132,0.0665,3.034,0.018,,
05:33.5,5.0254,0.0132,0.0665,3.031,0.022,,,5.0254,0.0132,0.0664,1.153,0.006,,
05:33.6,5.0254,0.0132,0.0664,3.029,0.005,,,5.0254,0.0132,0.0665,3.095,0.006,,
05:33.7,5.0254,0.0132,0.0665,2.486,0.007,,,5.0254,0.0132,0.0665,2.725,0.009,,
05:33.8,5.0253,0.0132,0.0665,3.103,0.004,,,5.0251,0.0132,0.0664,3.035,0.006,,
05:33.9,5.0254,0.0132,0.0665,3.036,0.032,,,5.0249,0.0132,0.0664,3.042,0.029,,
05:34.0,5.0254,0.0132,0.0665,0.617,0.021,0.0175,27.9,5.0249,0.0132,0.0665,3.041,0.012,,
05:34.1,5.0254,0.0132,0.0665,3.052,0.01,,,5.025,0.0132,0.0665,3.078,0.205,,
05:34.2,5.0254,0.0132,0.0665,3.063,0.005,,,5.0251,0.0132,0.0665,3.028,0.018,0.0187,27.5
05:34.3,5.0253,0.0132,0.0664,3.052,0.031,,,5.0253,0.0132,0.0664,1.103,0.003,,
05:34.4,5.0254,0.0132,0.0664,2.309,0.006,,,5.0254,0.0132,0.0664,3.067,0.658,,
05:34.5,5.0254,0.0132,0.0664,2.486,0.007,,,5.0254,0.0132,0.0665,2.591,0.011,,
05:34.6,5.0252,0.0132,0.0664,3.051,2.646,,,5.0254,0.0133,0.0666,3.032,0.006,,
05:34.7,5.0252,0.0132,0.0665,0.66,0.093,,,5.0254,0.0132,0.0665,3.036,0.038,,
05:34.8,5.0252,0.0132,0.0664,3.066,0.019,,,5.0254,0.0133,0.0666,2.975,0.013,,
05:34.9,5.0252,0.0132,0.0665,3.041,0.053,,,5.0254,0.0132,0.0665,3.076,0.568,,
05:35.0,5.0254,0.0133,0.0666,2.52,0.005,0.0175,27.7,5.0252,0.0132,0.0664,3.076,0.021,,
05:35.1,5.0254,0.0132,0.0666,3.035,0.015,,,5.0251,0.0132,0.0664,0.804,0.004,,
05:35.2,5.0254,0.0132,0.0664,2.985,0.072,,,5.0251,0.0132,0.0665,3.072,0.508,0.0188,27.4
05:35.3,5.0254,0.0132,0.0665,2.675,1.472,,,5.0252,0.0132,0.0665,2.935,0.01,,
05:35.4,5.0254,0.0132,0.0666,2.532,0.004,,,5.0254,0.0132,0.0664,3.014,0.006,,
05:35.5,5.0254,0.0133,0.0666,3.036,0.006,,,5.0254,0.0132,0.0664,3.037,0.003,,
05:35.6,5.0254,0.0133,0.0666,3.066,0.02,,,5.0253,0.0132,0.0664,3.001,0.025,,
05:35.7,5.0254,0.0133,0.0666,3.052,0.141,,,5.0254,0.0132,0.0665,3.081,0.615,,
05:35.8,5.0254,0.0132,0.0665,0.088,0.006,,,5.0254,0.0133,0.0667,1.43,0.77,,
05:35.9,5.0252,0.0132,0.0665,1.042,0.007,,,5.0253,0.0133,0.0669,0.807,0.004,,
05:36.0,5.0254,0.0132,0.0666,1.596,0.008,0.0176,27.4,5.0254,0.0133,0.067,2.595,0.36,,
05:36.1,5.0254,0.0132,0.0665,3.025,2.49,,,5.0254,0.0133,0.0669,2.919,0.011,,
05:36.2,5.0254,0.0132,0.0664,3.05,2.665,,,5.0251,0.0133,0.0669,3.031,0.006,0.0188,27.8
05:36.3,5.0254,0.0132,0.0664,3.049,0.014,,,5.0249,0.0133,0.0668,3.048,0.016,,
05:36.4,5.0254,0.0132,0.0666,3.047,0.016,,,5.0249,0.0133,0.0667,2.979,0.017,,
05:36.5,5.0254,0.0133,0.0668,3.062,0.467,,,5.0249,0.0133,0.0667,3.048,0.57,,
05:36.6,5.0254,0.0133,0.0668,2.441,0.006,,,5.0248,0.0133,0.0668,3.046,0.014,,
05:36.7,5.0254,0.0132,0.0665,1.336,0.002,,,5.0249,0.0133,0.0668,0.122,0.01,,
05:36.8,5.0254,0.0132,0.0664,3.017,1.963,,,5.0251,0.0133,0.0668,0.692,0.015,,
05:36.9,5.0254,0.0132,0.0664,3.062,0.002,,,5.0251,0.0133,0.0668,3.039,2.651,,
05:37.0,5.0253,0.0132,0.0665,3.012,0.005,0.0176,27.5,5.0251,0.0133,0.0668,3.018,0.006,,
05:37.1,5.0254,0.0132,0.0664,3.039,0.004,,,5.0252,0.0133,0.0668,3.037,0.134,,
05:37.2,5.0254,0.0132,0.0665,3.058,0.019,,,5.0251,0.0132,0.0665,3.028,0.01,0.0188,27.8
05:37.3,5.0254,0.0132,0.0664,3.036,0.626,,,5.0251,0.0132,0.0665,2.802,0.006,,
05:37.4,5.0254,0.0132,0.0665,2.434,0.006,,,5.0252,0.0132,0.0664,3.008,0.004,,
05:37.5,5.0254,0.0132,0.0665,3.04,0.01,,,5.0253,0.0132,0.0664,3.043,0.009,,
05:37.6,5.0254,0.0132,0.0665,3.033,2.235,,,5.0254,0.0132,0.0664,3.075,0.266,,
05:37.7,5.0254,0.0132,0.0665,3.033,0.008,,,5.0254,0.0132,0.0665,3.038,0.008,,
05:37.8,5.0254,0.0133,0.0666,3.05,0.016,,,5.0254,0.0132,0.0665,3.038,0.006,,
05:37.9,5.0254,0.0132,0.0665,3.042,0.008,,,5.0254,0.0132,0.0665,3.039,0.011,,
05:38.0,5.0254,0.0132,0.0665,3.066,0.01,0.0176,26.8,5.0253,0.0132,0.0664,3.036,0.067,,
05:38.1,5.0254,0.0132,0.0664,2.585,0.012,,,5.0254,0.0132,0.0665,3.033,0.013,,
05:38.2,5.0254,0.0132,0.0665,2.875,0.006,,,5.0254,0.0132,0.0665,3.274,0.015,0.0188,28.1
05:38.3,5.0253,0.0132,0.0664,3.049,1.556,,,5.0253,0.0132,0.0665,3.048,0.016,,
05:38.4,5.0254,0.0132,0.0666,1.198,0.003,,,5.0254,0.0132,0.0664,3.16,0.007,,
