     0.000    -83.000
     5.080    -83.000
    10.160    -83.050
    15.240    -83.110
    20.320    -83.040
    25.400    -83.160
    30.480    -83.080
    35.560    -83.150
    40.640    -83.220
    45.720    -83.220
    50.800    -83.260
    55.880    -83.330
    60.960    -83.290
    66.040    -83.360
    71.120    -83.480
    76.200    -83.430
    81.280    -83.510
    86.360    -83.460
    91.440    -83.580
    96.520    -83.660
   101.600    -83.610
   106.680    -83.690
   111.760    -83.760
   116.840    -83.760
   121.920    -83.870
   127.000    -83.820
   132.080    -83.910
   137.160    -84.040
   142.240    -83.980
   147.320    -84.080
   152.400    -84.180
   157.480    -84.140
   162.560    -84.260
   167.640    -84.370
   172.720    -84.330
   177.800    -84.430
   182.880    -84.430
   187.960    -84.510
   193.040    -84.620
   198.120    -84.580
   203.200    -84.690
   208.280    -84.830
   213.360    -84.800
   218.440    -84.910
   223.520    -84.870
   228.600    -85.010
   233.680    -85.120
   238.760    -85.080
   243.840    -85.190
   248.920    -85.330
   254.000    -85.300
   259.080    -85.410
   264.160    -85.510
   269.240    -85.510
   274.320    -85.620
   279.400    -85.620
   284.480    -85.730
   289.560    -85.830
   294.640    -85.830
   299.720    -85.940
   304.800    -86.050
   309.880    -86.050
   314.960    -86.160
   320.040    -86.160
   325.120    -86.260
   330.200    -86.370
   335.280    -86.370
   340.360    -86.480
   345.440    -86.610
   350.520    -86.580
   355.600    -86.710
   360.680    -86.830
   365.760    -86.830
   370.840    -86.940
   375.920    -86.940
   381.000    -87.050
   386.080    -87.160
   391.160    -87.160
   396.240    -87.260
   401.320    -87.390
   406.400    -87.390
   411.480    -87.510
   416.560    -87.620
   421.640    -87.620
   426.720    -87.730
   431.800    -87.730
   436.880    -87.830
   441.960    -87.960
   447.040    -87.970
   452.120    -88.070
   457.200    -88.190
   462.280    -88.190
   467.360    -88.300
   472.440    -88.300
   477.520    -88.410
   482.600    -88.510
   487.680    -88.510
   492.760    -88.640
   497.840    -88.750
   502.920    -88.760
   508.000    -88.870
   513.080    -88.980
   518.160    -88.980
   523.240    -89.080
   528.320    -89.080
   533.400    -89.210
   538.480    -89.320
   543.560    -89.320
   548.640    -89.430
   553.720    -89.540
   558.800    -89.550
   563.880    -89.660
   568.960    -89.660
   574.040    -89.760
   579.120    -89.870
   584.200    -89.890
   589.280    -89.980
   594.360    -90.080
   599.440    -90.080
   604.520    -90.210
   609.600    -90.320
   614.680    -90.320
   619.760    -90.410
   624.840    -90.440
   629.920    -90.540
   635.000    -90.620
   640.080    -90.640
   645.160    -90.750
   646.273    -90.750
